Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Aloe vera,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,2.75,2,0.79,0.627,5.50,1.38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Fenugreek,0.01,%,0.01,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,2.8,2,0.80,0.643,5.60,1.40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Ginseng,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,2.72,2,0.78,0.617,5.44,1.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Mustard,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,4.96,1,1.43,1.363,9.92,2.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Rosemary,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,1.57,3,0.45,0.233,3.14,0.79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Sage,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,3.06,2,0.88,0.730,6.12,1.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Soya Protein ,0.1,%,0.1,Protein ,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,5.1,1,1.47,1.410,10.20,2.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Tea catechins,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,10,0.79,2,-0.008,1.58,0.395,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Whey Protein  concentrate,4,%,4,Protein ,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,1.27,3,0.36,0.133,2.54,0.64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,BHA/BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,2.13,2,0.61,0.420,4.26,1.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Vitamin E,1000,mg α-tocopheryl acetate/kg feed,10,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.60,1,0.60,3,0.000,1.20,0.300,3,4,2.82,2,1.18,0.740,5.64,1.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Grape/Cinnamon/Clove/Oregano extract,,,0,,,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,1.42,1,0.078,2.84,0.710,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Cinnamon stick extract,,,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,0.88,2,0.018,1.76,0.440,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Oregano extract,,,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,0.88,2,0.018,1.76,0.440,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Clove extract,,,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,0.88,2,0.018,1.76,0.440,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Pomegranate peel extract,,,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,0.88,2,0.018,1.76,0.440,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0045-49,Grape seed extract,,,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,aeorobic,20,pork,pork,fresh pork,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.72,9,0.88,2,0.018,1.76,0.440,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,No ingredient,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,2.41,-,,,,,,,1,2.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,,1,1.31,1,1.310,2.62,0.655,3,4,2.47,2,0.47,0.387,4.94,1.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,BHA,0.01,%,0.01,,,BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,1.18,4,1.24,1,0.015,2.48,0.620,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,Pycnogenol,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,2.29,-,,,,,,,1,2.29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,Roremary,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,1.57,1,1.57,1,0.000,3.14,0.785,2,2,3.13,2,1.00,1.560,6.26,1.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,STPP,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,2.38,,,,,,,,1,2.38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,α-tocopherol,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,1.62,1,1.62,1,0.000,3.24,0.810,2,2,2.45,2,0.76,0.830,4.90,1.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,Control,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.59,4,2.77,1,0.545,2.77,0.469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.15,4,0.79,3,0.160,0.79,0.134,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,BHA,0.01,%,0.02,,,BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.06,4,0.17,3,0.028,0.17,0.029,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,Pycnogenol,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.19,4,1.53,2,0.335,1.53,0.259,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,Roremary,0.02,%,0.02,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.17,4,1.36,2,0.298,1.36,0.231,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,STPP,0.02,%,0.02,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.26,4,1.64,2,0.345,1.64,0.278,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,α-tocopherol,0.02,%,0.02,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.08,4,0.91,3,0.208,0.91,0.154,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,control,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,1.85,1,1.85,1,0.000,3.70,0.925,2,2,3.56,2,0.96,1.710,7.12,1.78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.05,%,0.05,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.45,4,1.88,1,0.108,3.76,0.940,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.1,%,0.1,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.36,4,1.35,1,-0.003,2.70,0.675,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,BHA,0.01,%,0.01,,,BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,1.57,4,1.5,1,-0.018,3.00,0.750,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-55,Pycnogenol,0.05,%,0.05,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.47,3,1.95,1,0.160,3.90,0.975,2,4,2.31,2,0.89,0.360,4.62,1.16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-56,Pycnogenol,0.1,%,0.1,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.41,4,1.58,1,0.043,3.16,0.790,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-57,Roremary,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.55,1,1.55,1,0.000,3.10,0.775,2,2,2.5,2,0.81,0.950,5.00,1.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-58,Roremary,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.38,1,1.38,1,0.000,2.76,0.690,3,2,2.2,2,0.80,0.820,4.40,1.10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-59,α-tocopherol,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.71,1,1.71,1,0.000,3.42,0.855,2,2,3.55,2,1.04,1.840,7.10,1.78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-60,α-tocopherol,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,1.69,1,1.69,1,0.000,3.38,0.845,2,2,2.2,2,0.65,0.510,4.40,1.10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,control,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.14,4,2.9,1,0.690,2.90,0.492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.05,%,0.05,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.04,4,0.22,3,0.045,0.22,0.037,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,ActiVin,0.1,%,0.1,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.04,4,0.08,3,0.010,0.08,0.014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-54,BHA,0.01,%,0.01,,,BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,,,Hexanal content (HC),Chemical,1,5.9,ppm,0.05,4,0.08,3,0.008,0.08,0.014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-55,Pycnogenol,0.05,%,0.05,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.06,4,0.64,3,0.145,0.64,0.108,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-56,Pycnogenol,0.1,%,0.1,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.04,4,0.18,3,0.035,0.18,0.031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-57,Roremary,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.07,4,1.09,2,0.255,1.09,0.185,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-58,Roremary,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.06,4,0.77,3,0.178,0.77,0.131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-59,α-tocopherol,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.12,4,1.68,2,0.390,1.68,0.285,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0053-60,α-tocopherol,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,beef,beef,cooked ground beef,ANM,,Hexanal content (HC),Chemical,1,5.9,ppm,0.12,4,1.63,2,0.378,1.63,0.276,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,,,0,,,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,,,PV,Chemical,5,10,meq O2/kg,2.10,60,9,1,0.115,1.80,0.900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,275,mg/kg,0.0275,Essential oil,plant,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,ANM,,PV,Chemical,5,10,meq O2/kg,2.10,60,2.8,3,0.012,0.56,0.280,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,,,0,,,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,,,Spectrophotometric indicies E232,Chemical,,,,2.40,30,2.61,,,,,,60,0.24,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,275,mg/kg,0.0275,Essential oil,plant,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,ANM,,Spectrophotometric indicies E232,Chemical,,,,2.40,30,2.67,,,,,,60,0.16,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,,,0,,,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,,,Spectrophotometric indicies E270,Chemical,,,,0.10,30,2.58,,,,,,60,0.17,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0056,Phenol extract from olive oil mill wastewater,275,mg/kg,0.0275,Essential oil,plant,,,,,,,,,,,,,,,,,,,,,4,lard,Lard,,ANM,,Spectrophotometric indicies E270,Chemical,,,,0.10,30,2.61,,,,,,60,0.19,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (no cooking),,,0,,,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,,,TBARS,Chemical,5,2,mg MDA/kg,0.18,4,0.86,2,0.170,0.17,0.430,3,7,1.28,3,0.85,0.140,0.26,0.64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (pre-cooking),,,0,,,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,,precooking with a frying pan for 2 min at 200c,TBARS,Chemical,5,2,mg MDA/kg,0.59,-,,,,,,,1,1.02,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (precooking),0.5,g/kg fat,0.0225,Phenol,plant,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,ANM,precooking with a frying pan for 2 min at 200c,TBARS,Chemical,5,2,mg MDA/kg,0.13,13,0.5,3,0.028,0.10,0.250,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (no cooking),,,0,,,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,,no precooking,TBARS,Chemical,5,2,mg MDA/kg,0.18,14,0.73,2,0.039,0.15,0.365,3,28,0.13,3,0.09,-0.043,0.03,0.07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (pre-cooking),,,0,,,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,,precooking on industrial line for 4 min at 200c,TBARS,Chemical,5,2,mg MDA/kg,0.33,28,0.75,2,0.015,0.15,0.375,3,56,1.24,3,0.83,0.018,0.25,0.62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (precooking),0.5,g/kg fat,0.0225,Phenol,plant,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,ANM,precooking on industrial line for 4 min at 200c,TBARS,Chemical,5,2,mg MDA/kg,0.31,56,0.63,3,0.006,0.13,0.315,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0075,Rosemary (postcooking),1.5,g/kg fat,0.0675,Phenol,plant,,,,,,,,,,,,,,,,,,,,,20,pork,Pork,ground pork meat,ANM,precooking on industrial line for 4 min at 200c,TBARS,Chemical,5,2,mg MDA/kg,0.33,56,0.54,3,0.004,0.11,0.270,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0104,potato peel water extract,,,0,,,,,,,,,,,,,,,,,,,,,,,5,horse mackerel,horse mackerel,minced,,,PV,Chemical,5,10,meq/kg,0.50,4,3.45,2,0.369,0.69,0.345,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0104,potato peel water extract,2.4,g/kg,0.24,Phenol,plant,,,,,,,,,,,,,,,,,,,,,5,horse mackerel,horse mackerel,minced,ANM,,PV,Chemical,5,10,meq/kg,0.50,4,5.78,2,0.660,1.16,0.578,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0104,potato peel water extract,4.8,g/kg,0.48,Phenol,plant,,,,,,,,,,,,,,,,,,,,,5,horse mackerel,horse mackerel,minced,ANM,,PV,Chemical,5,10,meq/kg,0.50,4,5.78,2,0.660,1.16,0.578,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0104,potato peel ethanol extract,2.4,g/kg,0.24,Phenol,plant,,,,,,,,,,,,,,,,,,,,,5,horse mackerel,horse mackerel,minced,ANM,,PV,Chemical,5,10,meq/kg,0.50,4,0.58,3,0.010,0.12,0.058,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0104,potato peel ethanol extract,4.8,g/kg,0.48,Phenol,plant,,,,,,,,,,,,,,,,,,,,,5,horse mackerel,horse mackerel,minced,ANM,,PV,Chemical,5,10,meq/kg,0.50,4,0.41,3,-0.011,0.08,0.041,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,,,TPC,Microbial,5,7,log CFU/g,4.79,5,5.63,2,0.17,1.13,0.80,2,9,6.75,1,0.666,0.280,1.35,0.964,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,4.52,5,5.43,2,0.18,1.09,0.78,2,9,6.23,3,0.637,0.200,1.246,0.890,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,4.49,5,5.4,2,0.18,1.08,0.77,2,9,6.18,3,0.636,0.195,1.236,0.883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,4.52,5,5.34,2,0.16,1.07,0.76,2,9,6.2,3,0.645,0.215,1.24,0.886,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,,,TPC,Microbial,5,7,log CFU/g,5.92,5,5.96,1,0.01,1.19,0.85,2,9,6.11,3,0.570,0.038,1.222,0.873,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,5.63,5,5.67,2,0.01,1.13,0.81,2,9,6,3,0.588,0.083,1.2,0.857,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,5.4,9,5.54,2,0.02,1.11,0.79,2,13,6.41,2,0.801,0.218,1.282,0.916,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TPC,Microbial,5,7,log CFU/g,5.56,9,5.57,2,0.00,1.11,0.80,2,13,6.65,3,0.827,0.270,1.33,0.950,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,,,PSY,Microbial,5,7,log CFU/g,4.63,5,5.59,1,0.19,1.12,0.80,2,9,6.69,3,0.665,0.275,1.338,0.956,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
