article_#,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
anm-0206-208,2,chitosan,2.5,% (w/v),2.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.5,0.1,21.0,7.5,0.2,1.071,theoretical
anm-0206-208,2,chitosan,3.5,% (w/v),3.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.1,0.08,21.0,7.0,0.18,1.0,theoretical
anm-0206-208,2,chitosan,1.5,% (w/v),1.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.7,6.0,6.1,0.4,11.0,7.5,0.28,1.071,theoretical
anm-0206-208,2,chitosan,2.5,% (w/v),2.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.74,11.0,6.5,0.25,16.0,7.45,0.19,1.064,theoretical
anm-0206-208,2,chitosan,3.5,% (w/v),3.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,4.1,16.0,6.1,0.13,21.0,7.0,0.18,1.0,theoretical
anm-0206-208,2,chitosan,1.5,% (w/v),1.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.05,20.0,0.11,0.003,,,,,theoretical
anm-0206-208,2,chitosan,2.5,% (w/v),2.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.099,0.002,,,,,theoretical
anm-0206-208,2,chitosan,3.5,% (w/v),3.5,carbohydrate,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.05,20.0,0.065,0.001,,,,,theoretical
anm-0206-208,2,chitosan,1.5,% (w/v),1.5,carbohydrate/polysacharide,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.03,20.0,0.106,0.004,,,,,theoretical
anm-0206-208,2,chitosan,2.5,% (w/v),2.5,carbohydrate/polysacharide,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.02,20.0,0.09,0.004,,,,,theoretical
anm-0206-208,2,chitosan,3.5,% (w/v),3.5,carbohydrate/polysacharide,"algae, fish, others",2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.01,20.0,0.08,0.003,,,,,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.41,6.0,6.5,0.18,7.0,7.0,0.5,1.0,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,5.05,6.0,6.0,0.16,8.0,7.0,0.5,1.0,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.35,10.0,5.9,0.16,,,,,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.29,,,,12.0,,,,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.5,,,,12.0,,,,theoretical
anm-0523-526,2,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,4.53,12.0,4.7,0.01,,,,,theoretical
anm-0547-550,2,rosemary oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0547-550,2,oregano oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,,anm,single,,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,9.0,0.0,,12.0,,,,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,salmonella,microbial,0.0,0.0,cfu/plate,,15.0,0.0,,,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,,anm,single,,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,,single,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,,single,5.0,salmonella,microbial,0.0,0.0,cfu/plate,,12.0,0.0,,15.0,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,0.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,5.0,salmonella,microbial,0.0,0.0,cfu/plate,0.0,15.0,0.0,,,,,,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,0.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,2,thyme,20.0,g,0.13,essential oil,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,0.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,3.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,5.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,0.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,3.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0570,2,control,0.0,g,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,5.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0576-579,2,turmeric oil,1.0,%,1.0,essential oil,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,1.3,46.0,0.7,-0.01,,,,,theoretical
anm-0576-579,2,turmeric oil,1.0,%,1.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,46.0,0.7,0.0,,,,,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.99,6.0,6.94,0.33,8.0,6.94,0.0,0.991,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.09,8.0,6.9,0.23,,,,,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.68,1.0,2.68,0.0,4.0,3.96,0.427,1.32,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.6,1.0,2.6,0.0,4.0,3.25,0.217,1.083,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,3.17,,,,0.0,3.17,,1.59,theoretical
anm-0199,2,na2edta,300.0,μg cm^-2,,chelating agent (organic compound),other natural sources,,,,,,4,beef,10g ground meat,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,3.23,,,,0.0,3.23,,1.62,theoretical
anx-0003,2,"rehydrated, texturized soy protein  (4% protein , 15% water)",19.0,%,19.0,protein,plant,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.5,7.0,5.3,-0.03,,,,,theoretical
anx-0003,2,"rehydrated pea fibre (2% fibre, 17% water)",19.0,%,19.0,fiber,plant,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.2,7.0,5.0,-0.03,,,,,theoretical
anx-0003,2,"rehydrated, texturized soy protein  (4% protein , 15% water)",19.0,%,19.0,protein,plant,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
anx-0003,2,"rehydrated pea fibre (2% fibre, 17% water)",19.0,%,19.0,fiber,plant,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
anx-0008-9,2,oleroresin rosemary,0.05,% of the fat level,0.0095,essential oil,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.86,0.23,,,,,theoretical
anx-0008-9,2,oleroresin rosemary,0.05,% of the fat level,0.0095,essential oil,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.605,0.13,,,,,theoretical
anx-0053-54,2,bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.18,4.0,1.24,0.015,,,,,theoretical
anx-0053-54,2,bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.17,0.028,,,,,theoretical
anx-0053-54,2,bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.57,4.0,1.5,-0.018,,,,,theoretical
anx-0053-54,2,bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.05,4.0,0.08,0.008,,,,,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,1.0,3.6,0.0,2.0,8.7,5.1,1.243,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,1.0,2.2,0.0,2.0,7.6,5.4,1.086,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.3,1.0,2.3,0.0,2.0,7.5,5.2,1.071,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.6,1.0,2.6,0.0,2.0,6.4,3.8,0.914,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,2.0,5.6,1.7,3.0,7.5,1.9,1.071,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.1,2.0,5.4,1.65,3.0,7.2,1.8,1.029,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,11.4,1.0,11.4,,2.0,41.0,29.6,1.37,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,8.4,2.0,26.9,9.25,3.0,64.5,37.6,2.15,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,7.0,2.0,24.9,8.95,3.0,60.1,35.2,2.0,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.9,2.0,21.2,7.15,3.0,42.9,21.7,1.43,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,20.7,6.95,3.0,40.6,19.9,1.35,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,18.8,6.0,3.0,38.9,20.1,1.3,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.5,2.5,,,,,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.9,2.633,,,,,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,7.3,2.1,,,,,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,6.63,1.877,,,,,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,4.2,1.067,,,,,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,2.9,0.633,,,,,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.34,0.095,3.0,0.8,0.46,0.4,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.38,0.115,3.0,0.92,0.54,0.46,theoretical
anm-0064,3,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,2.0,0.26,0.06,3.0,0.63,0.37,0.32,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.25,0.037,,,,,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.3,0.053,,,,,theoretical
anm-0064,3,carvacrol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.17,0.01,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,21.0,6.5,0.08,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,21.0,6.5,0.08,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,21.0,6.1,0.1,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,21.0,6.0,0.09,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.5,0.1,21.0,7.5,0.2,1.071,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.1,0.08,21.0,7.0,0.18,1.0,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.74,11.0,6.5,0.25,16.0,7.45,0.19,1.064,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,4.1,16.0,6.1,0.13,21.0,7.0,0.18,1.0,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.099,0.002,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.05,20.0,0.065,0.001,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,1.0,%,1.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.02,20.0,0.09,0.004,,,,,theoretical
anm-0206-208,3,zataria multiflora essential oil,2.0,%,2.0,essential oil,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.01,20.0,0.08,0.003,,,,,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,,anm,single,,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,9.0,0.0,,12.0,,,,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,salmonella,microbial,0.0,0.0,cfu/plate,,15.0,0.0,,,,,,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,0.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,3,rosemary,20.0,g,0.13,phenol,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,1.0,3.6,0.0,2.0,8.7,5.1,1.243,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,1.0,2.2,0.0,2.0,7.6,5.4,1.086,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.3,1.0,2.3,0.0,2.0,7.5,5.2,1.071,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.6,1.0,2.6,0.0,2.0,6.4,3.8,0.914,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,2.0,5.6,1.7,3.0,7.5,1.9,1.071,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.1,2.0,5.4,1.65,3.0,7.2,1.8,1.029,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,11.4,1.0,11.4,,2.0,41.0,29.6,1.37,theoretical
